Category,Artist,Title,Year,Image URL,Painting Info URL,file name,path
Neo-Expressionism,Henry Villierme,A Quiet Moment,1995,https://use2-uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,https://www.wikiart.org/en/henry-villierme/a-quiet-moment-1995,a-quiet-moment-1995.jpg,/neo_expressionism/a-quiet-moment-1995.jpg
Baroque,Esaias van de Velde,Ice on the moat entertainment,1618,https://use2-uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,https://www.wikiart.org/en/esaias-van-de-velde/ice-on-the-moat-entertainment-1618,ice-on-the-moat-entertainment-1618.jpg,/baroque/ice-on-the-moat-entertainment-1618.jpg
Pop Art,Patrick Caulfield,Still Life with Dagger,1963,https://use2-uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg,https://www.wikiart.org/en/patrick-caulfield/still-life-with-dagger-1963,still-life-with-dagger-1963.jpg,/pop_art/still-life-with-dagger-1963.jpg
Expressionism,Helene Schjerfbeck,Self-portrait with Black Background,1915,https://use2-uploads2.wikiart.org/images/helene-schjerfbeck/self-portrait-with-black-background-1915.jpg,https://www.wikiart.org/en/helene-schjerfbeck/self-portrait-with-black-background-1915,self-portrait-with-black-background-1915.jpg,/expressionism/self-portrait-with-black-background-1915.jpg
Cubism,Andr&#233; Lhote,Le Port de Bordeaux,1915,https://use2-uploads5.wikiart.org/images/andr-lhote/le-port-de-bordeaux-1915.jpg,https://www.wikiart.org/en/andr-lhote/le-port-de-bordeaux-1915,le-port-de-bordeaux-1915.jpg,/cubism/le-port-de-bordeaux-1915.jpg
Surrealism,Jean Arp,Human Concretion,1933,https://use2-uploads4.wikiart.org/images/jean-arp/human-concretion.jpg,https://www.wikiart.org/en/jean-arp/human-concretion,human-concretion.jpg,/surrealism/human-concretion.jpg
Impressionism,Willard Metcalf,Old Woman with Child and Goose,1884-1885,https://use2-uploads3.wikiart.org/images/willard-metcalf/old-woman-with-child-and-goose-1885.jpg,https://www.wikiart.org/en/willard-metcalf/old-woman-with-child-and-goose-1885,old-woman-with-child-and-goose-1885.jpg,/impressionism/old-woman-with-child-and-goose-1885.jpg
Abstract Expressionism,Henri Matisse,The Beasts of the Sea,1950,https://use2-uploads1.wikiart.org/images/henri-matisse/the-beasts-of-the-sea-1950.jpg,https://www.wikiart.org/en/henri-matisse/the-beasts-of-the-sea-1950,the-beasts-of-the-sea-1950.jpg,/abstract_expressionism/the-beasts-of-the-sea-1950.jpg
Color Field Painting,Barnett Newman,Midnight Blue,1970,https://use2-uploads7.wikiart.org/images/barnett-newman/not-detected-265181(1).jpg,https://www.wikiart.org/en/barnett-newman/not-detected-265181,not-detected-265181(1).jpg,/color_field_painting/not-detected-265181(1).jpg
Neoclassicism,Abraham van Strij,Winter landscape,XVIII-XIX cent.,https://use2-uploads4.wikiart.org/images/abraham-van-strij/winter-landscape.jpg,https://www.wikiart.org/en/abraham-van-strij/winter-landscape,winter-landscape.jpg,/neoclassicism/winter-landscape.jpg
Baroque,Artemisia Gentileschi,An Allegory of Peace and the Arts under the English Crown,1638,https://use2-uploads0.wikiart.org/images/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg,https://www.wikiart.org/en/artemisia-gentileschi/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638,an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg,/baroque/an-allegory-of-peace-and-the-arts-under-the-english-crown-1638.jpg
Neoclassicism,John William Godward,Under the Blossom that Hangs on the Bough,1917,https://use2-uploads1.wikiart.org/images/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917.jpg,https://www.wikiart.org/en/john-william-godward/under-the-blossom-that-hangs-on-the-bough-1917,under-the-blossom-that-hangs-on-the-bough-1917.jpg,/neoclassicism/under-the-blossom-that-hangs-on-the-bough-1917.jpg
Minimalism,Nasreen Mohamedi,Untitled,1969,https://use2-uploads0.wikiart.org/images/nasreen-mohamedi/untitled-1969.jpg,https://www.wikiart.org/en/nasreen-mohamedi/untitled-1969,untitled-1969.jpg,/minimalism/untitled-1969.jpg
Expressionism,Stanisław Wyspiański,Portret Pagaczewskiego,1904,https://use2-uploads1.wikiart.org/00135/images/stanislaw-wyspianski/wyspia-ski-portret-pagaczewskiego-1904.jpg,https://www.wikiart.org/en/stanislaw-wyspianski/wyspianski-portret-pagaczewskiego-1904,wyspia-ski-portret-pagaczewskiego-1904.jpg,/expressionism/wyspia-ski-portret-pagaczewskiego-1904.jpg
Lyrical Abstraction,Kazuo Shiraga,Sacred Flame,1975,https://use2-uploads1.wikiart.org/images/kazuo-shiraga/sacred-flame-1975.jpg,https://www.wikiart.org/en/kazuo-shiraga/sacred-flame-1975,sacred-flame-1975.jpg,/lyrical_abstraction/sacred-flame-1975.jpg
Northern Renaissance,Cristovao de Figueiredo,Tr&#226;nsito da virgem,1525,https://use2-uploads8.wikiart.org/images/cristovao-de-figueiredo/tr-nsito-da-virgem-1525.jpg,https://www.wikiart.org/en/cristovao-de-figueiredo/tr-nsito-da-virgem-1525,tr-nsito-da-virgem-1525.jpg,/northern_renaissance/tr-nsito-da-virgem-1525.jpg
Impressionism,Marianne North,Red Sea,1880,https://use2-uploads6.wikiart.org/images/marianne-north/red-sea-1880.jpg,https://www.wikiart.org/en/marianne-north/red-sea-1880,red-sea-1880.jpg,/impressionism/red-sea-1880.jpg
Abstract Expressionism,Victor Hugo,Abstract Composition,XIX cent.,https://use2-uploads2.wikiart.org/images/victor-hugo/abstract-composition.jpg,https://www.wikiart.org/en/victor-hugo/abstract-composition,abstract-composition.jpg,/abstract_expressionism/abstract-composition.jpg
Baroque,Paul Bril,View of a Port,1607,https://use2-uploads8.wikiart.org/images/paul-bril/view-of-a-port-1607.jpg,https://www.wikiart.org/en/paul-bril/view-of-a-port-1607,view-of-a-port-1607.jpg,/baroque/view-of-a-port-1607.jpg
Neoclassicism,Giacomo Quarenghi,View of the New Jerusalem Monastery near Moscow,1797,https://use2-uploads4.wikiart.org/images/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg,https://www.wikiart.org/en/giacomo-quarenghi/view-of-the-new-jerusalem-monastery-near-moscow-1797,view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg,/neoclassicism/view-of-the-new-jerusalem-monastery-near-moscow-1797.jpg
Art Informel,Alberto Burri,Combustione,1957,https://use2-uploads0.wikiart.org/images/alberto-burri/combustione-1957.jpg,https://www.wikiart.org/en/alberto-burri/combustione-1957,combustione-1957.jpg,/art_informel/combustione-1957.jpg
Impressionism,Pericles Pantazis ,Mauvaise Recette,XIX cent.,https://use2-uploads4.wikiart.org/images/p-ricl-s-pantazis/mauvaise-recette.jpg,https://www.wikiart.org/en/pericles-pantazis/mauvaise-recette,mauvaise-recette.jpg,/impressionism/mauvaise-recette.jpg
Lyrical Abstraction,Marcelle Loubchansky,Sans titre,1960,https://use2-uploads6.wikiart.org/images/marcelle-loubchansky/sans-titre-1960.jpg,https://www.wikiart.org/en/marcelle-loubchansky/sans-titre-1960,sans-titre-1960.jpg,/lyrical_abstraction/sans-titre-1960.jpg
Minimalism,Gianni Piacentino,Dull-Amaranth Disk,1966,https://use2-uploads2.wikiart.org/images/gianni-piacentino/dull-amaranth-disk-1966.jpg,https://www.wikiart.org/en/gianni-piacentino/dull-amaranth-disk-1966,dull-amaranth-disk-1966.jpg,/minimalism/dull-amaranth-disk-1966.jpg
Baroque,Adriaen van de Venne,Fishing for Souls,1614,https://use2-uploads8.wikiart.org/images/adriaen-van-de-venne/fishing-for-souls.jpg,https://www.wikiart.org/en/adriaen-van-de-venne/fishing-for-souls,fishing-for-souls.jpg,/baroque/fishing-for-souls.jpg
Cubism,Max Beckmann,The Iron Bridge (View of Frankfurt),1922,https://use2-uploads7.wikiart.org/images/max-beckmann/the-iron-footbridge-1922.jpg,https://www.wikiart.org/en/max-beckmann/the-iron-footbridge-1922,the-iron-footbridge-1922.jpg,/cubism/the-iron-footbridge-1922.jpg
Magic Realism,Nina Tokhtaman Valetova,Infinity,2007,https://use2-uploads3.wikiart.org/00124/images/nina-tokhtaman-valetova/infinity-72x65-5-cmxcm-2007-3.jpg,https://www.wikiart.org/en/nina-tokhtaman-valetova/infinity-2007,infinity-72x65-5-cmxcm-2007-3.jpg,/magic_realism/infinity-72x65-5-cmxcm-2007-3.jpg
Art Informel,Zao Wou-Ki,Vol d’oiseaux,1954,https://use2-uploads8.wikiart.org/images/zao-wou-ki/vol-d-oiseaux-1954.jpg,https://www.wikiart.org/en/zao-wou-ki/vol-d-oiseaux-1954,vol-d-oiseaux-1954.jpg,/art_informel/vol-d-oiseaux-1954.jpg
Realism,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,1871,https://use2-uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,https://www.wikiart.org/en/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof,peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,/realism/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg
Romanticism,Thomas Girtin,Pont-y-Pair,1799,https://use2-uploads0.wikiart.org/images/thomas-girtin/pont-y-pair-1799.jpg,https://www.wikiart.org/en/thomas-girtin/pont-y-pair-1799,pont-y-pair-1799.jpg,/romanticism/pont-y-pair-1799.jpg
Art Informel,Antonio Areal,Untitled,1962,https://use2-uploads6.wikiart.org/images/antonio-areal/untitled-1962.jpg,https://www.wikiart.org/en/antonio-areal/untitled-1962,untitled-1962.jpg,/art_informel/untitled-1962.jpg
Neo-Expressionism,Jean-Michel Basquiat,Boy and dog in a Johnnypump,1982,https://use2-uploads0.wikiart.org/images/jean-michel-basquiat/boy-and-dog-in-a-johnnypump.jpg,https://www.wikiart.org/en/jean-michel-basquiat/boy-and-dog-in-a-johnnypump,boy-and-dog-in-a-johnnypump.jpg,/neo_expressionism/boy-and-dog-in-a-johnnypump.jpg
Minimalism,Frank Stella,The Marriage of Reason and Squalor,1959,https://use2-uploads4.wikiart.org/images/frank-stella/the-marriage-of-reason-and-squalor-1959.jpg,https://www.wikiart.org/en/frank-stella/the-marriage-of-reason-and-squalor-1959,the-marriage-of-reason-and-squalor-1959.jpg,/minimalism/the-marriage-of-reason-and-squalor-1959.jpg
Romanticism,Anne-Louis Girodet,The Sleep of Endymion,1791,https://use2-uploads0.wikiart.org/images/anne-louis-girodet/the-sleep-of-endymion-1791(1).jpg,https://www.wikiart.org/en/anne-louis-girodet/the-sleep-of-endymion-1791,the-sleep-of-endymion-1791(1).jpg,/romanticism/the-sleep-of-endymion-1791(1).jpg
Minimalism,Agnes Martin,Night Sea,1963,https://use2-uploads6.wikiart.org/images/agnes-martin/night-sea-1963.jpg,https://www.wikiart.org/en/agnes-martin/night-sea-1963,night-sea-1963.jpg,/minimalism/night-sea-1963.jpg
Neoclassicism,Jacques-Louis David,"Napoleon Crossing the Alps at the St Bernard Pass, 20th May 1800",1800-1801,https://use2-uploads3.wikiart.org/images/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg,https://www.wikiart.org/en/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801,napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg,/neoclassicism/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg
Minimalism,Jo Baer,"Primary Light Group: Red, Green, Blue",1964-1965,https://use2-uploads8.wikiart.org/images/jo-baer/primary-light-group-red-green-blue-1965.jpg,https://www.wikiart.org/en/jo-baer/primary-light-group-red-green-blue-1965,primary-light-group-red-green-blue-1965.jpg,/minimalism/primary-light-group-red-green-blue-1965.jpg
Baroque,Agostino Tassi,Naufragio Della Flotta Di Enea,1627,https://use2-uploads0.wikiart.org/00120/images/agostino-tassi/naufragio-della-flotta-di-enea-1627.jpg,https://www.wikiart.org/en/agostino-tassi/naufragio-della-flotta-di-enea-1627,naufragio-della-flotta-di-enea-1627.jpg,/baroque/naufragio-della-flotta-di-enea-1627.jpg
Rococo,Charles Willson Peale,Benjamin and Eleanor Ridgley Laming,1788,https://use2-uploads5.wikiart.org/images/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788.jpg,https://www.wikiart.org/en/charles-willson-peale/benjamin-and-eleanor-ridgley-laming-1788,benjamin-and-eleanor-ridgley-laming-1788.jpg,/rococo/benjamin-and-eleanor-ridgley-laming-1788.jpg
Realism,Vasily Sadovnikov,View of Palace Square and Winter Palace in St. Petersburg,1830,https://use2-uploads8.wikiart.org/images/vasily-sadovnikov/view-of-palace-square-and-winter-palace-in-st-petersburg.jpg,https://www.wikiart.org/en/vasily-sadovnikov/view-of-palace-square-and-winter-palace-in-st-petersburg,view-of-palace-square-and-winter-palace-in-st-petersburg.jpg,/realism/view-of-palace-square-and-winter-palace-in-st-petersburg.jpg
Art Informel,Helmut Sturm,Untitled,1964,https://use2-uploads5.wikiart.org/images/helmut-sturm/untitled-1964.jpg,https://www.wikiart.org/en/helmut-sturm/untitled-1964,untitled-1964.jpg,/art_informel/untitled-1964.jpg
Magic Realism,Stefan Caltia,Wing Seller,2006,https://use2-uploads0.wikiart.org/images/stefan-caltia/wing-seller-2006.jpg,https://www.wikiart.org/en/stefan-caltia/wing-seller-2006,wing-seller-2006.jpg,/magic_realism/wing-seller-2006.jpg
Impressionism,Henry Herbert La Thangue,"The Boat Builder&#39;s Yard, Cancale, Brittany",1881,https://use2-uploads4.wikiart.org/images/henry-herbert-la-thangue/the-boat-builder-s-yard-cancale-brittany-1881.jpg,https://www.wikiart.org/en/henry-herbert-la-thangue/the-boat-builder-s-yard-cancale-brittany-1881,the-boat-builder-s-yard-cancale-brittany-1881.jpg,/impressionism/the-boat-builder-s-yard-cancale-brittany-1881.jpg
Lyrical Abstraction,Ray Parker,Spring,1984,https://use2-uploads1.wikiart.org/images/ray-parker/spring-1984.jpg,https://www.wikiart.org/en/ray-parker/spring-1984,spring-1984.jpg,/lyrical_abstraction/spring-1984.jpg
Early Renaissance,Andrea del Verrocchio,Madonna and Child,1470,https://use2-uploads0.wikiart.org/images/andrea-del-verrocchio/madonna-and-child.jpg,https://www.wikiart.org/en/andrea-del-verrocchio/madonna-and-child,madonna-and-child.jpg,/early_renaissance/madonna-and-child.jpg
Cubism,Wyndham Lewis,The Crowd,1915,https://use2-uploads7.wikiart.org/images/wyndham-lewis/the-crowd-1915.jpg,https://www.wikiart.org/en/wyndham-lewis/the-crowd-1915,the-crowd-1915.jpg,/cubism/the-crowd-1915.jpg
Baroque,Jacob Jordaens,Portrait of a Young Married Couple,1620,https://use2-uploads6.wikiart.org/images/jacob-jordaens/portrait-of-a-young-married-couple-1620.jpg,https://www.wikiart.org/en/jacob-jordaens/portrait-of-a-young-married-couple-1620,portrait-of-a-young-married-couple-1620.jpg,/baroque/portrait-of-a-young-married-couple-1620.jpg
Pop Art,Arman,Madison Avenue,1962,https://use2-uploads4.wikiart.org/images/arman/madison-avenue-1962.jpg,https://www.wikiart.org/en/arman/madison-avenue-1962,madison-avenue-1962.jpg,/pop_art/madison-avenue-1962.jpg
Neoclassicism,Mikhail Shibanov,Portrait of A. G. Spiridov,1772,https://use2-uploads7.wikiart.org/images/mikhail-shibanov/portrait-of-a-g-spiridov-1772.jpg,https://www.wikiart.org/en/mikhail-shibanov/portrait-of-a-g-spiridov-1772,portrait-of-a-g-spiridov-1772.jpg,/neoclassicism/portrait-of-a-g-spiridov-1772.jpg
Art Informel,Willi Baumeister,Montaru 9,1953,https://use2-uploads1.wikiart.org/images/willi-baumeister/montaru-9-1953.jpg,https://www.wikiart.org/en/willi-baumeister/montaru-9-1953,montaru-9-1953.jpg,/art_informel/montaru-9-1953.jpg
Pop Art,Andy Warhol,Big Campbell&#39;s Soup Can 19c (Beef Noodle),1962,https://use2-uploads6.wikiart.org/images/andy-warhol/campbell-s-soup-can-beef.jpg,https://www.wikiart.org/en/andy-warhol/campbell-s-soup-can-beef,campbell-s-soup-can-beef.jpg,/pop_art/campbell-s-soup-can-beef.jpg
Surrealism,Dora Maar,Candelabra,1935,https://use2-uploads4.wikiart.org/images/dora-maar/candelabra-1935.jpg,https://www.wikiart.org/en/dora-maar/candelabra-1935,candelabra-1935.jpg,/surrealism/candelabra-1935.jpg
Art Informel,Lennart Rodhe,I vattnet,1962,https://use2-uploads7.wikiart.org/images/lennart-rodhe/i-vattnet-1962.jpg,https://www.wikiart.org/en/lennart-rodhe/i-vattnet-1962,i-vattnet-1962.jpg,/art_informel/i-vattnet-1962.jpg
Neoclassicism,Antonio Canova,Paolina Borghese as Venus Victrix,1808,https://use2-uploads5.wikiart.org/images/antonio-canova/paolina-borghese-as-venus-victrix-1808.jpg,https://www.wikiart.org/en/antonio-canova/paolina-borghese-as-venus-victrix-1808,paolina-borghese-as-venus-victrix-1808.jpg,/neoclassicism/paolina-borghese-as-venus-victrix-1808.jpg
Neoclassicism,Fyodor Alekseyev,North side of Red Square,1802,https://use2-uploads7.wikiart.org/images/fyodor-alekseyev/north-side-of-red-square-1802.jpg,https://www.wikiart.org/en/fyodor-alekseyev/north-side-of-red-square-1802,north-side-of-red-square-1802.jpg,/neoclassicism/north-side-of-red-square-1802.jpg
Magic Realism,Eyvind Earle,My Soul,2000,https://use2-uploads4.wikiart.org/images/eyvind-earle/my-soul-2000.jpg,https://www.wikiart.org/en/eyvind-earle/my-soul-2000,my-soul-2000.jpg,/magic_realism/my-soul-2000.jpg
Expressionism,Laszlo Mednyanszky,Head of a Tramp,1896,https://use2-uploads0.wikiart.org/images/laszlo-mednyanszky/head-of-a-tramp-1896.jpg,https://www.wikiart.org/en/laszlo-mednyanszky/head-of-a-tramp-1896,head-of-a-tramp-1896.jpg,/expressionism/head-of-a-tramp-1896.jpg
Pop Art,Aldo Mondino,Caduta di stella,1968,https://use2-uploads4.wikiart.org/images/aldo-mondino/caduta-di-stella-1968.jpg,https://www.wikiart.org/en/aldo-mondino/caduta-di-stella-1968,caduta-di-stella-1968.jpg,/pop_art/caduta-di-stella-1968.jpg
Pop Art,Gianfranco Baruchello,Micron salon doloricida,1962,https://use2-uploads2.wikiart.org/images/gianfranco-baruchello/micron-salon-doloricida-1962.jpg,https://www.wikiart.org/en/gianfranco-baruchello/micron-salon-doloricida-1962,micron-salon-doloricida-1962.jpg,/pop_art/micron-salon-doloricida-1962.jpg
Rococo,Jean-Honore Fragonard,Blind Man’s Bluff,1769-1770,https://use2-uploads0.wikiart.org/images/jean-honore-fragonard/the-blind-man-s-bluff-game.jpg,https://www.wikiart.org/en/jean-honore-fragonard/blind-man-s-bluff-1770-1,the-blind-man-s-bluff-game.jpg,/rococo/the-blind-man-s-bluff-game.jpg
Color Field Painting,Ad Reinhardt,Abstract Painting: Red,1952,https://use2-uploads0.wikiart.org/images/ad-reinhardt/abstract-painting-red-1952.jpg,https://www.wikiart.org/en/ad-reinhardt/abstract-painting-red-1952,abstract-painting-red-1952.jpg,/color_field_painting/abstract-painting-red-1952.jpg
Rococo,Carl-Ludwig Johann Christineck,Portrait of Count Orlov-Chesmensky,1779,https://use2-uploads4.wikiart.org/images/carl-ludwig-johann-christineck/portrait-of-count-orlov-chesmensky-1779.jpg,https://www.wikiart.org/en/carl-ludwig-johann-christineck/portrait-of-count-orlov-chesmensky-1779,portrait-of-count-orlov-chesmensky-1779.jpg,/rococo/portrait-of-count-orlov-chesmensky-1779.jpg
Cubism,Roger de La Fresnaye,Man with a Red Kerchief,1922,https://use2-uploads1.wikiart.org/images/roger-de-la-fresnaye/man-with-a-red-kerchief-1922.jpg,https://www.wikiart.org/en/roger-de-la-fresnaye/man-with-a-red-kerchief-1922,man-with-a-red-kerchief-1922.jpg,/cubism/man-with-a-red-kerchief-1922.jpg
